grant_id,recipient,amount,agency,description,is_biotech,biotech_strategies,materials,topics
2327807,ARIZONA STATE UNIVERSITY,638334.0,,GEO-CM: EMPOWERING USERS AS BUILDERS: A COMMUNITY-DRIVEN PLATFORM FOR GEOCHEMICAL MODELING OF CRITICAL MINERALS -THE LIST OF CRITICAL MINERALS FROM THE USGS GIVES 50 ELEMENTS THAT CAN BE DISSOLVED IN ,False,,critical_minerals,characterization;modeling_simulation;geochemistry
2327757,BOARD OF REGENTS OF NEVADA SYSTEM OF HIGHER EDUCATION,439728.0,,GEO-CM: THE ENRICHMENT OF CRITICAL METALS IN PORPHYRY CU DEPOSITS: A HIGH-RESOLUTION MINERAL-SCALE APPROACH TO ASSESS TEMPORAL AND SPATIAL VARIATION IN ORE FORMING PROCESSES -WE LIVE IN A MINING-BASED,False,,copper;critical_minerals;general_mineral,
2327676,MONTANA TECHNOLOGICAL UNIVERSITY,345005.0,,"GEO-CM: TRACE METALS IN SPHALERITE FROM POLYMETALLIC, PORPHYRY-LODE MINERAL DEPOSITS OF SOUTHWEST MONTANA -SPHALERITE IS THE PRIMARY ORE MINERAL OF ZINC, AND IT OFTENS CONTAINS ELEVATED CONCENTRATIONS",False,,zinc,
2327660,GEORGIA TECH RESEARCH CORP,277601.0,,"COLLABORATIVE RESEARCH: GEO-CM: THE OCCURRENCES OF THE RARE EARTH ELEMENTS IN HIGHLY WEATHERED SEDIMENTARY ROCKS, GEORGIA KAOLINS. -COLLABORATIVE RESEARCH: GEO-CM: THE OCCURRENCES OF THE RARE EARTH EL",False,,rare_earth,geochemistry
2327659,GEORGIA STATE UNIVERSITY RESEARCH FOUNDATION INC,239788.0,,"COLLABORATIVE RESEARCH: GEO-CM: THE OCCURRENCES OF THE RARE EARTH ELEMENTS IN HIGHLY WEATHERED SEDIMENTARY ROCKS, GEORGIA KAOLINS. -COLLABORATIVE RESEARCH: GEO-CM: THE OCCURRENCES OF THE RARE EARTH EL",False,,rare_earth,geochemistry
2327627,THE TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,175000.0,,CAS-SC: THERMALLY SWITCHABLE ORGANIC SOLVENTS FOR TARGETED HARVESTING OF LITHIUM IONS FROM ALKALI METAL CATIONS MIXTURES IN HYPERSALINE BRINES -DEVELOPING NEW TECHNOLOGIES TO EXTRACT LITHIUM FROM UNCO,False,,lithium,extraction
2327617,"WASHINGTON UNIVERSITY, THE",350000.0,,GEO-CM: BIOGEOCHEMICAL PROCESSES AFFECTING CRITICAL MINERAL HOSTS IN MINE TAILINGS AND WEATHERED ORE ZONES -NEW DOMESTIC RESOURCES OF CRITICAL MINERALS ARE NEEDED TO SUPPORT A SUSTAINABLE ECONOMY. RAR,False,,critical_minerals,environmental
2327527,OKLAHOMA STATE UNIVERSITY,296901.0,,"GEO-CM:A SYSTEMATIC INVESTIGATION OF SORPTION MECHANISMS OF LIGHT REES ON IRON OXIDES: ROLES OF MINERAL MORPHOLOGY, CRYSTALLINITY, AND SURFACE SITES -RARE-EARTH ELEMENTS (REES) ARE CRITICAL MATERIALS ",False,,rare_earth;critical_minerals,fundamental_science
2327493,NEW MEXICO INSTITUTE OF MINING AND TECHNOLOGY,299807.0,,RII TRACK-4:@NASA: PROCESS-STRUCTURE-PROPERTY RELATIONSHIP OF THE HYBRID MANUFACTURED MULTIFUNCTIONAL MECHANO-LUMINESCENCE-OPTOELECTRONIC FIBERS -A HEALTH MONITORING WEARABLE HAS BEEN CONSIDERED AS ON,False,,,
2327078,"ASTROFORGE, INC.",275000.0,,SBIR PHASE I: ELECTROMAGNETIC-ABLATIVE PGM REFINING FOR IN-SITU ASTEROID MINING -THIS SBIR PHASE I PROJECT WILL WORK TO REVOLUTIONIZE THE PRECIOUS METAL COMMODITY MARKET THROUGH ASTEROID MINING. THE C,False,,gold,
2326535,NEVADA SYSTEM OF HIGHER EDUCATION,594726.0,,"INVESTIGATING ROMAN ERA, BLACK DEATH, AND INDUSTRIAL ERA POLLUTION SOURCES USING INVERSE MODELING OF LEAD ISOTOPES IN AN ARRAY OF HIGH-RESOLUTION ARCTIC ICE CORES -FOR THE PAST 2500 YEARS, MINING, SME",False,,,environmental;modeling_simulation;geochemistry
2323989,REGENTS OF THE UNIVERSITY OF MINNESOTA,450000.0,,COLLABORATIVE RESEARCH: DMREF: RATIONAL DESIGN OF REDOX-RESPONSIVE MATERIALS FOR CRITICAL ELEMENT SEPARATIONS -NON-TECHNICAL DESCRIPTION: RARE-EARTH ELEMENTS AND PLATINUM GROUP METALS ARE CRITICAL ELE,False,,critical_minerals,separation_purification
2323988,UNIVERSITY OF ILLINOIS,1600000.0,,COLLABORATIVE RESEARCH: DMREF: RATIONAL DESIGN OF REDOX-RESPONSIVE MATERIALS FOR CRITICAL ELEMENT SEPARATIONS -NON-TECHNICAL DESCRIPTION: RARE-EARTH ELEMENTS AND PLATINUM GROUP METALS ARE CRITICAL ELE,False,,critical_minerals,separation_purification
2323533,BOARD OF REGENTS OF NEVADA SYSTEM OF HIGHER EDUCATION,225884.0,,RII TRACK-4:NSF: DYG-MAP: FAST ALGORITHMS FOR MINING AND ANALYSIS OF EVOLVING PATTERNS IN LARGE DYNAMIC GRAPHS -GRAPHS (NETWORKS) ARE A VERSATILE SCIENTIFIC FRAMEWORK TO REPRESENT AND ANALYZE BIOLOGIC,False,,,
2323500,UNIVERSITY OF CONNECTICUT HEALTH CENTER,322382.0,,"COLLABORATIVE RESEARCH: PREDICTING THE MECHANICAL PROPERTIES OF BIOMIMETIC APATITE CRYSTALS DUE TO CO AND CR ION SUBSTITUTIONS -NON-TECHNICAL ABSTRACT: WHEN IMPLANTS, LIKE HIP IMPLANTS MADE OF COBALT ",False,,cobalt;phosphate,
2323499,UNIVERSITY OF ARKANSAS,0.0,,"COLLABORATIVE RESEARCH: PREDICTING THE MECHANICAL PROPERTIES OF BIOMIMETIC APATITE CRYSTALS DUE TO CO AND CR ION SUBSTITUTIONS -NON-TECHNICAL ABSTRACT: WHEN IMPLANTS, LIKE HIP IMPLANTS MADE OF COBALT ",False,,cobalt;phosphate,
2323050,NEW MEXICO INSTITUTE OF MINING AND TECHNOLOGY,149999.0,,SCC-PG: SUSTAINABLE VERTIPORTS FOR BRINGING AUTONOMOUS DRONE SWARM INSPECTION TO OIL AND GAS INDUSTRY COMMUNITY -THIS NSF SMART AND CONNECTED COMMUNITY (S&CC) PLANNING GRANT WILL SET THE GROUNDWORK FO,False,,,environmental
2321486,UNIVERSITY OF TEXAS AT AUSTIN,489453.0,,UNDERSTANDING THE STRUCTURAL TRANSFORMATIONS OF ALUMINUM FOIL ANODES DURING ELECTROCHEMICAL DE(ALLOYING) FOR SUSTAINABLE LITHIUM-ION BATTERIES -LITHIUM-ION BATTERIES WILL PLAY AN ESSENTIAL ROLE IN THE,False,,lithium,environmental
2320162,NEW MEXICO INSTITUTE OF MINING AND TECHNOLOGY,900002.0,,MRI: TRACK 1 ACQUISITION OF A HIGH-PERFORMANCE COMPUTING SYSTEM AT NEW MEXICO TECH -PROGRESS IN MODERN SCIENCE AND EDUCATION HAS BECOME INCREASINGLY RELIANT ON ADVANCED SOFTWARE AND COMPUTER SYSTEMS T,False,,,
2318122,THE JOHNS HOPKINS UNIVERSITY,2000000.0,,"EFRI ELIS: ENGINEERING FUNGAL PLATFORMS FOR SUSTAINABLE BIOMINING AND RECOVERY OF VALUABLE METALS FROM ELECTRONIC WASTES -CRITICAL METALS SUCH AS NICKEL (NI), COBALT (CO), AND OTHERS ARE NECESSARY COM",True,biomining_general,cobalt;nickel;critical_minerals,extraction;environmental
2317512,REGENTS OF THE UNIVERSITY OF MINNESOTA,1999082.0,,"EFRI ELIS: ENGINEERED LIVING BIOFILMS (ELBS) FOR CRITICAL MINERAL BIOMINING AND BIOREMEDIATION APPLICATIONS -RARE EARTH ELEMENTS (REES) ARE ESSENTIAL COMPONENTS IN ELECTRICAL VEHICLES, SOLAR PANELS, L",True,bioremediation;biomining_general,rare_earth;critical_minerals,
2317294,UNIVERSITY OF ARIZONA,102546.0,,COLLABORATIVE RESEARCH: THE ROLE OF LONG-DISTANCE METALLURGY TRADE IN ESTABLISHING SOCIAL COMPLEXITY -RESEARCHERS ARE RECONSTRUCTING THE EARLY HISTORY OF MINING AND LONG-DISTANCE TRADE OF METALS WITHI,False,,general_mineral,
2317293,UNIVERSITY OF MISSOURI SYSTEM,180912.0,,COLLABORATIVE RESEARCH: THE ROLE OF LONG-DISTANCE METALLURGY TRADE IN ESTABLISHING SOCIAL COMPLEXITY -RESEARCHERS ARE RECONSTRUCTING THE EARLY HISTORY OF MINING AND LONG-DISTANCE TRADE OF METALS WITHI,False,,general_mineral,
2314530,UNIVERSITY OF MISSOURI SYSTEM,49989.0,,"CONFERENCE: CAS - CLIMATE: RESILIENT SUPPLY OF CRITICAL MINERALS, ROLLA, MO, AUGUST 9-10, 2023 -IN 2019, THE DEPARTMENT OF STATE FULFILLED A 2017 PRESIDENTIAL EXECUTIVE ORDER AND IDENTIFIED 35 CRITICA",False,,critical_minerals,
2313679,TRUSTEES OF UNION COLLEGE IN THE TOWN OF SCHENECTADY IN THE STATE OF NEW YORK,118795.0,,"COLLABORATIVE RESEARCH: RUI: DIFFUSION STUDIES IN BADDELEYITE AND ZIRCON -THE MINERALS ZIRCON (ZRSIO4) AND BADDELEYITE (ZRO2), ALTHOUGH PRESENT ONLY IN LOW CONCENTRATIONS IN MOST ROCKS, ARE IMPORTANT ",False,,,
2313678,"RESEARCH FOUNDATION FOR THE STATE UNIVERSITY OF NEW YORK, THE",165744.0,,"COLLABORATIVE RESEARCH: RUI: DIFFUSION STUDIES IN BADDELEYITE AND ZIRCON -THE MINERALS ZIRCON (ZRSIO4) AND BADDELEYITE (ZRO2), ALTHOUGH PRESENT ONLY IN LOW CONCENTRATIONS IN MOST ROCKS, ARE IMPORTANT ",False,,,
2311311,YALE UNIV,570710.0,,"THERMO-MECHANICAL SEPARATION BY ATOMIC DIFFUSION FOR REFINEMENT AND RECYCLING OF ALLOYS -RESEARCH SUPPORTED BY THIS GRANT FOCUSES ON A SEPARATION METHOD FOR EFFICIENT RECYCLING OF METALLIC ALLOYS, WHI",False,,,separation_purification;recycling;fundamental_science
2310948,VIRGINIA POLYTECHNIC INSTITUTE & STATE UNIVERSITY,899999.0,,IUCRC PHASE II+ VIRGINIA TECH: CENTER TO ADVANCE THE SCIENCE OF EXPLORATION TO RECLAMATION IN MINING (CASERM) -MINING IS ESSENTIAL TO MODERN SOCIETY'S TRANSITION TO A SUSTAINABLE FUTURE. MEETING THE G,False,,,exploration;environmental
2310920,TRUSTEES OF THE COLORADO SCHOOL OF MINES,1894176.0,,IUCRC PHASE II+ COLORADO SCHOOL OF MINES: CENTER TO ADVANCE THE SCIENCE OF EXPLORATION TO RECLAMATION IN MINING (CASERM) -MINING IS ESSENTIAL TO MODERN SOCIETY'S TRANSITION TO A SUSTAINABLE FUTURE. ME,False,,,exploration;environmental
2310234,VIRGINIA COMMONWEALTH UNIVERSITY,575292.0,,LASER DIRECTED ENERGY DEPOSITION PROCESSING OF EXCHANGE-BIASED BULK NANOCOMPOSITE PERMANENT MAGNETS USING TAILORED FERROMAGNETIC-MATRIX POWDER -PERMANENT MAGNETS PLAY AN INDISPENSABLE ROLE IN ENABLING,False,,,
2307870,COLORADO STATE UNIVERSITY,148789.0,,DISES INVESTIGATING MERCURY BIOGEOCHEMICAL CYCLING VIA MIXED-METHODS IN COMPLEX ARTISANAL GOLD MINING LANDSCAPES AND IMPLICATIONS FOR COMMUNITY HEALTH -HUMAN ACTIVITIES LEAD TO INCREASED CONTAMINATION,False,,gold,environmental
2304412,REEGEN INC,275000.0,,"SBIR PHASE I: A CLEAN, BIOLOGICAL SOLUTION TO SUSTAINABLE ENERGY?S RARE EARTH PROBLEM -THE BROADER/COMMERCIAL IMPACT OF THIS SMALL BUSINESS INNOVATION RESEARCH (SBIR) PHASE I PROJECT IS TO REDUCE THE ",False,,rare_earth,environmental
2301570,GEORGIA SOUTHERN UNIVERSITY RESEARCH & SERVICE FOUNDATION INC,195574.0,,ERI: UNDERSTANDING AUSTENITE REFINEMENT MECHANISM IN NICKEL-ALLOYED DUCTILE CAST IRONS -THIS ENGINEERING RESEARCH INITIATION (ERI) GRANT ENABLES FUNDAMENTAL UNDERSTANDING OF REFINING AUSTENITE GRAIN S,False,,nickel,fundamental_science
2301545,NEW MEXICO INSTITUTE OF MINING AND TECHNOLOGY,199795.0,,ERI: DYNAMIC MEMBRANES IN ANAEROBIC WASTEWATER TREATMENT SYSTEMS: ENHANCING MITIGATION OF EMERGING MICROBIAL THREATS TO PROMOTE SAFE WATER REUSE -ANEROBIC MEMBRANE BIOREACTORS (ANMBRS) ARE PROVIDING N,False,,,
2247668,"TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA, THE",550000.0,,"SYNTHESIS, CHARACTERIZATION, AND REACTIVITY STUDIES OF CERIUM-LIGAND MULTIPLE BONDS AND ORGANOMETALLICS AND COMPARISONS WITH THORIUM, URANIUM, AND GROUP IV CONGENERS -WITH SUPPORT FROM THE CHEMICAL SY",False,,rare_earth;uranium,characterization;materials_science
2244916,TRUSTEES OF THE COLORADO SCHOOL OF MINES,129105.0,,CONFERENCE: CRITICAL MATERIALS AND CLEAN SUSTAINABLE ENERGY - A SQUARE TABLE WORKSHOP -NON-TECHNICAL DESCRIPTION MATERIALS ACT AS CORE ENABLERS OF TRANSFORMATIVE TECHNOLOGIES THAT CAN HELP ADDRESS GLO,False,,critical_minerals,environmental
2242904,MICHIGAN STATE UNIVERSITY,456134.0,,TRACKING SODIUM IN EARTHS DEEP MANTLE -SODIUM IS CONCENTRATED IN REGIONS OF THE EARTH WHERE FLUIDS CYCLE WITHIN THE PLANET AS WELL AS IN OCEANIC CRUST SINKING AND MIXING INTO THE MANTLE. BECAUSE SODIU,False,,,
2242668,MICHIGAN TECHNOLOGICAL UNIVERSITY,0.0,,"INTEGRATING REMOTE SENSING AND DEEP LEARNING FOR PREDICTIVE SURVEILLANCE OF MINE TAILINGS IMPOUNDMENTS -THE IMPACTS OF CLIMATE CHANGE HAVE LED TO AN INCREASE IN EXTREME WEATHER EVENTS, POSING SIGNIFIC",False,,,exploration;environmental;modeling_simulation
2239710,NEW MEXICO INSTITUTE OF MINING AND TECHNOLOGY,908945.0,,"CAREER: DO MICROBES FORM CAVES? SULFIDE OXIDATION AND LIMESTONE CORROSION IN SULFURIC ACID CAVES -SOME OF THE WORLD?S LARGEST AND MOST SPECTACULAR LIMESTONE CAVES, INCLUDING CARLSBAD CAVERN AND LECHUG",False,,,
2239326,CORNELL UNIVERSITY,480837.0,,"CAREER: MINING HINTS FROM TEXT DOCUMENTS TO GUIDE AUTOMATED DATABASE PERFORMANCE TUNING -DATABASE MANAGEMENT SYSTEMS; THAT IS, SYSTEMS THAT PROCESS AND MANAGE LARGE DATA SETS, ARE USED WIDELY, ACROSS ",False,,,
DEFE0032247,VIRGINIA POLYTECHNIC INSTITUTE & STATE UNIVERSITY,999432.0,,"THE PURPOSE OF THIS PROJECT IS TO PROVIDE A THOROUGH RESOURCE ASSESSMENT OF NATURAL MATERIALS, AS WELL AS INDUSTRIAL AND MINE WASTES TO BE USED IN BOTH IN-SITU AND EX-SITU CO2 MINERALIZATION PROCESSES",False,,general_mineral;coal_byproduct,waste_valorization;characterization
DEEE0010879,NEW MEXICO INSTITUTE OF MINING AND TECHNOLOGY,500000.0,,DEVELOPMENT OF A HIGHLY EFFICIENT AND NOVEL DISTILLATION-ASSISTED MEMBRANE FOR DIRECT LITHIUM EXTRACTION FROM GEOTHERMAL BRINES,False,,lithium,extraction;process_development
