grant_id,recipient,amount,agency,description,is_biotech,biotech_strategies,materials,topics
2527909,REEGEN INC,1112040.0,,SBIR PHASE II: A BIOLOGICAL SOLUTION TO IMPROVING THE UNITED STATES RARE EARTH SUPPLY CHAIN -THE BROADER/COMMERCIAL IMPACT OF THIS SMALL BUSINESS INNOVATION RESEARCH (SBIR) PHASE II PROJECT RELATES TO,False,,rare_earth,
2526185,UNIVERSITY OF HOUSTON SYSTEM,1000000.0,,"EXPLORATIONS: EXPERIENTIAL LEARNING FOR BUILDING THE CRITICAL MINERALS WORKFORCE -THIS PROJECT ADDRESSES THE GROWING NATIONAL NEED FOR A SKILLED WORKFORCE IN THE CRITICAL MINERALS SECTOR, WHICH SUPPOR",False,,critical_minerals,exploration
2525903,UNIVERSITY OF TEXAS AT AUSTIN,315000.0,,"COLLABORATIVE RESEARCH: UNDERSTANDING THE IMPACT OF NETWORK MORPHOLOGY ON ION TRANSPORT IN HYDRATED POLYMERIC MEMBRANES -CRITICAL MINERALS ARE ESSENTIAL FOR PRODUCTS SUCH AS ELECTRONICS, MOTORS, AND B",False,,critical_minerals,
2525902,WILLIAM MARSH RICE UNIVERSITY,345625.0,,"COLLABORATIVE RESEARCH: UNDERSTANDING THE IMPACT OF NETWORK MORPHOLOGY ON ION TRANSPORT IN HYDRATED POLYMERIC MEMBRANES -CRITICAL MINERALS ARE ESSENTIAL FOR PRODUCTS SUCH AS ELECTRONICS, MOTORS, AND B",False,,critical_minerals,
2523536,REGENTS OF THE UNIVERSITY OF MICHIGAN,1388877.0,,DISES INVESTIGATING MERCURY BIOGEOCHEMICAL CYCLING VIA MIXED-METHODS IN COMPLEX ARTISANAL GOLD MINING LANDSCAPES AND IMPLICATIONS FOR COMMUNITY HEALTH -HUMAN ACTIVITIES LEAD TO INCREASED CONTAMINATION,False,,gold,environmental
2521203,UNIVERSITY OF MISSOURI SYSTEM,49938.0,,"CONFERENCE: RESILIENT SUPPLY OF CRITICAL MINERALS, 2025, ROLLA, MO -2521203 (AWUAH-OFFEI). THE US HAS A CRITICAL MINERALS AND MATERIALS PROBLEM. THE DECAY OF AMERICAN MINING, PROCESSING, AND REFINING ",False,,critical_minerals,
2521072,UNIVERSITY OF MIAMI,50000.0,,"I-CORPS: TRANSLATION POTENTIAL OF SUSTAINABLE LITHIUM EXTRACTION FROM DOMESTIC SOURCES -THIS I-CORPS PROJECT FOCUSES ON A NOVEL METHOD TO EXTRACT LITHIUM FROM LOW-GRADE LIQUID SOURCES, INCLUDING GEOTH",False,,lithium,extraction;environmental
2519829,"TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA, THE",50000.0,,I-CORPS: TRANSLATION POTENTIAL OF BIPOLAR MEMBRANE APPLICATIONS IN EXTRACTIVE METALLURGY -THIS I-CORPS PROJECT IS BASED ON THE DEVELOPMENT OF A SYSTEM THAT CONVERTS SALTY WATER INTO CONCENTRATED ACID ,False,,general_mineral,extraction
2513233,UNIVERSITY OF SOUTH FLORIDA,464985.0,,DISCOVERING SYNTHETIC MOLECULAR RECEPTORS FOR SUSTAINABLE SEPARATION OF LITHIUM -LITHIUM IS A CRITICAL COMPONENT OF BATTERIES THAT POWER EVERYTHING FROM SMARTPHONES TO ELECTRIC VEHICLES. CURRENT METHO,False,,lithium,separation_purification;environmental;fundamental_science
2508383,"ELECTROFLOW TECHNOLOGIES, INC.",305000.0,,SBIR PHASE I: ASSESSING AND IMPROVING MEMBRANE STABILITY TO ENABLE SUSTAINABLE LITHIUM CHEMICAL PRODUCTION -THE BROADER/COMMERCIAL IMPACT OF THIS SMALL BUSINESS INNOVATION RESEARCH (SBIR) PHASE I PROJ,False,,lithium,environmental
2507652,UNIVERSITY OF TEXAS AT AUSTIN,49988.0,,"CONFERENCE: NORTH AMERICAN WORKSHOP ON CRITICAL MINERAL RESEARCH, DEVELOPMENT AND EDUCATION, AUGUST 13-14, 2025, AUSTIN, TEXAS, USA -2507652 (LOCMELIS). THE UNITED STATES CONSIDERS 50 MINERAL COMMODIT",False,,critical_minerals,
2507241,MCKEON MINING LLC,305000.0,,SBIR PHASE I: HEAVY MINERAL MINING IMPELLER ACCELERATED SEPARATOR -THE BROADER/COMMERCIAL IMPACT OF THIS SBIR PHASE I PROJECT IS TO INCREASE THE DOMESTIC SUPPLY OF CRITICAL MINERALS THAT ARE NECESSARY,False,,critical_minerals,separation_purification
2505344,"UNIVERSITY OF CALIFORNIA, DAVIS",15430.0,,RAPID: PRESERVING THE GEOCHEMICAL AND BIOLOGICAL CHANGES IN AN ACID MINE DRAINAGE RESERVOIR UNDERGOING RAPID GEOCHEMICAL CHANGE -ACID MINE DRAINAGE IS A MAJOR POLLUTION PROBLEM IN THE UNITED STATES AN,False,,coal_byproduct,characterization;environmental;geochemistry
2505258,UNIVERSITY OF ARIZONA,410389.0,,"COMPLETE RECYCLING OF CONCRETE WASTE TO PRODUCE CARBON-NEGATIVE GEOPOLYMER CONCRETE -THIS PROJECT WILL DEVELOP INNOVATIVE AND SUSTAINABLE TECHNOLOGY FOR COMPLETE RECYCLING OF CONCRETE WASTE, INCLUDING",False,,,recycling;environmental
2503213,UNIVERSITY OF TEXAS AT AUSTIN,257390.0,,"CAREER: INVESTIGATING THE SOURCE, TRANSPORT AND DEPOSITION OF ECONOMICALLY IMPORTANT METALS IN THE LOWER CONTINENTAL CRUST -METALS ARE CRITICAL COMPONENTS OF MODERN SOCIETY. ASIDE FROM RECYCLING, META",False,,,recycling
2500435,COLLEGE OF WESTERN IDAHO,862435.0,,DEVELOPING INNOVATIVE GEOTECHNICAL INSTRUCTION AND TRAINING -THIS PROJECT AIMS TO SERVE THE NATIONAL INTEREST BY IMPROVING CURRICULA IN MINING TECHNICIAN EDUCATION TO ALIGN TRAINING WITH INNOVATIONS I,False,,,
2500378,BOARD OF REGENTS OF NEVADA SYSTEM OF HIGHER EDUCATION,2385000.0,,EPSCOR GRADUATE FELLOWSHIP PROGRAM (EGFP): GRADUATE EXPERIENCES FOR FUTURE LEADERS: BUILDING WORKFORCE CAPACITY IN RESOURCE MANAGEMENT AND MINING -THE NATIONAL SCIENCE FOUNDATION (NSF) EPSCOR GRADUATE,False,,,
2500349,NEW MEXICO INSTITUTE OF MINING AND TECHNOLOGY,954000.0,,EPSCOR GRADUATE FELLOWSHIP PROGRAM (EGFP): WORKFORCE TRAINING TO UNDERSTAND EARTH'S RESERVOIRS AND THE ENERGY TRANSITION -THE NATIONAL SCIENCE FOUNDATION (NSF) EPSCOR GRADUATE FELLOWSHIP PROGRAM (EGFP,False,,,
2454046,BROWN UNIVERSITY,576461.0,,RARE EARTH REACTIVE OXYGEN SPECIES -WITH THE SUPPORT OF THE CHEMICAL SYNTHESIS (SYN) PROGRAM IN THE DIVISION OF CHEMISTRY PROFESSOR JEROME ROBINSON OF BROWN UNIVERSITY IS INVESTIGATING REACTIVE OXYGEN,False,,rare_earth,materials_science
2452677,UNIVERSITY OF CALIFORNIA IRVINE,600000.0,,EXPANDING REDUCTIVE CHEMISTRY AND OXIDATION STATE VARIABILITY USING THE SYNTHETIC CHEMISTRY OF THE RARE-EARTH METALS -WITH THE SUPPORT OF THE CHEMICAL SYNTHESIS (SYN) PROGRAM IN THE DIVISION OF CHEMIS,False,,rare_earth,materials_science
2451235,"PRINCETON CRITICAL MINERALS, INC.",1555000.0,,SBIR FAST-TRACK: SELECTIVE EVAPORATIVE LITHIUM TRANSPORT AND EXTRACTION FROM SALINE WATER -THE BROADER/COMMERCIAL IMPACT OF THIS SMALL BUSINESS INNOVATION RESEARCH (SBIR) FAST-TRACK PROJECT IS TO ENSU,False,,lithium,extraction
2450998,GALVANIX INC.,305000.0,,SBIR PHASE I: NOVEL PROCESS FOR NEODYMIUM MANUFACTURING USING CONTINUOUS CHLORIDE ELECTROLYSIS -THE BROADER/COMMERCIAL IMPACT OF THIS SMALL BUSINESS INNOVATION RESEARCH (SBIR) PHASE I PROJECT WILL BE ,False,,rare_earth,separation_purification
2447877,SOUTH DAKOTA SCHOOL OF MINES & TECHNOLOGY,450000.0,,"REU SITE: LITHIUM SUSTAINABILITY, MINING, RECYCLING, AND TECHNOLOGY (LI-SMART) -THIS RESEARCH EXPERIENCES FOR UNDERGRADUATES (REU) SITE AWARDED TO SOUTH DAKOTA SCHOOL OF MINES AND TECHNOLOGY, LOCATED ",False,,lithium,recycling;environmental
2446094,KENT STATE UNIVERSITY,833125.0,,GEO-CM: EVALUATING HYDROGEOCHEMICAL CONTROLS ON RARE EARTH ELEMENT AND YTTRIUM MOBILITY DURING ROCK WEATHERING FROM THE MICRO- TO LANDSCAPE-SCALE -RARE EARTH ELEMENTS (REES) ARE A GROUP OF METALS THAT,False,,rare_earth,geochemistry
2443767,UNIVERSITY OF NEW MEXICO,500000.0,,CAREER: UNDERSTANDING THE FUNDAMENTALS OF CAPTURE AND RECYCLE OF CO2 IN METAL-CO2 ELECTROCHEMICAL CELLS -THIS PROJECT IS JOINTLY FUNDED BY THE CBET ELECTROCHEMICAL SYSTEMS PROGRAM AND THE ESTABLISHED ,False,,,recycling
2442441,UNIVERSITY OF ALABAMA,508888.0,,"CAREER: DESIGN OF BIFUNCTIONAL ZEOLITE CATALYSTS FOR ETHANOL UPGRADING TO SUSTAINABLE AVIATION FUEL -RARE EARTH ELEMENTS ARE IMPORTANT IN MANY ENGINEERED APPLICATIONS, INCLUDING IN CATALYSIS. THIS PRO",False,,rare_earth,environmental;materials_science
2442353,THE UNIVERSITY OF CENTRAL FLORIDA BOARD OF TRUSTEES,697264.0,,CAREER: MANUFACTURING RARE EARTH PERMANENT MAGNETS VIA THREE-DIMENSIONAL PRINTING AND DECOMPOSITION OF HYDROGELS -THIS FACULTY EARLY CAREER DEVELOPMENT (CAREER) GRANT SUPPORTS RESEARCH THAT FOCUSES ON,False,,rare_earth,
2441115,UNIVERSITY OF DENVER,850000.0,,CAREER: ELUCIDATING THE CHEMISTRY OF BIOLOGICAL LANTHANIDE CHELATORS FOR RARE EARTH ELEMENT SEPARATION -THE CHEMISTRY OF LIFE PROCESSES PROGRAM IN THE CHEMISTRY DIVISION IS FUNDING DR. ALLEGRA ARON FR,False,,rare_earth,separation_purification
2437985,"SPEARSTONE SOLUTIONS, LLC",305000.0,,SBIR PHASE I: SEPARATION OF CLEAN GYPSUM FROM PHOSPHATE ORE PROCESSING WASTE -THE BROADER/COMMERCIAL IMPACT OF THIS SMALL BUSINESS INNOVATION RESEARCH (SBIR) PHASE I PROJECT IS IN SAFE AND ECONOMIC IS,False,,phosphate;general_mineral,separation_purification
2434527,UNIVERSITY OF ALASKA ANCHORAGE,50000.0,,I-CORPS: TRANSLATION POTENTIAL OF SUSTAINABLE BIO-MINING OF CRITICAL MINERALS -THE BROADER IMPACT OF THIS I-CORPS PROJECT IS THE DEVELOPMENT OF A PROCESS CALLED BIO-MINING TO EXTRACT RARE EARTH ELEMEN,True,biomining_general,rare_earth;critical_minerals,extraction;environmental
2434212,NEW MEXICO INSTITUTE OF MINING AND TECHNOLOGY,169286.0,,"COLLABORATIVE RESEARCH: A NEW SANIDINE-LIQUID HYGROMETER: EXPERIMENTS, CALIBRATION AND APPLICATIONS -THE COMPOSITION OF POTASSIUM FELDSPAR, A COMMON IN CONTINENTAL MAGMATIC ROCKS, CAN RECORD THE INTEN",False,,,
2432929,WESTERN KENTUCKY UNIVERSITY,199669.0,,"EMBRACE-EAR-SEED: ADVANCED PROSPECTIVITY MAPPING BY GEODATA INTEGRATION FOR CRITICAL MINERAL EXPLORATION IN MOJAVE DESERT, CALIFORNIA -CRITICAL MINERALS SUCH AS RARE EARTH ELEMENTS ARE ESSENTIAL FOR T",False,,rare_earth;critical_minerals,exploration
2430771,NEW MEXICO INSTITUTE OF MINING AND TECHNOLOGY,199999.0,,COLLABORATIVE RESEARCH: CISE MSI: RDP: CPS: BIOMIMETIC SWARM-BASED REMOTE SENSING FOR INACCESSIBLE ENVIRONMENTS -THIS PROJECT AIMS TO DEVELOP INNOVATIVE TECHNOLOGY FOR ENVIRONMENTAL MONITORING. THE RE,False,,,exploration;environmental
2429832,"UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE",442070.0,,IGE TRACK 1: INTEGRATING ARTIFICIAL INTELLIGENCE TECHNOLOGIES INTO MINING EDUCATION -THIS NATIONAL SCIENCE FOUNDATION INNOVATIONS OF GRADUATE EDUCATION (IGE) PROJECT AT THE UNIVERSITY OF KENTUCKY WILL,False,,,modeling_simulation
2428222,ARIZONA STATE UNIVERSITY,520855.0,,"NSF-DBT: BIOMOLECULAR ENGINEERING FOR CRITICAL MINERAL RECOVERY -CRITICAL MINERALS ARE ESSENTIAL TO THE U.S. ECONOMY AND NATIONAL SECURITY. CRITICAL MINERALS ARE USED IN MANUFACTURING COMPUTERS, CELL ",False,,uranium;critical_minerals;general_mineral,extraction
2427924,UNIVERSITY OF CHICAGO,500000.0,,FMSG: ECO: ELECTROCHEMICAL MANUFACTURING OF LITHIUM FEEDSTOCK: FROM MINING TO PRODUCTION -THE GOAL OF THIS FUTURE MANUFACTURING SEED GRANT (FMSG) PROJECT IS TO ENABLE DOMESTIC LITHIUM PRODUCTION BY DE,False,,lithium,
2427328,NEW MEXICO INSTITUTE OF MINING AND TECHNOLOGY,465220.0,,COLLABORATIVE RESEARCH: A NOVEL SOLUTION MODEL FOR IGNEOUS BIOTITE: IMPROVING MELTS AND THE BIOTITE-SANIDINE-MAGNETITE THERMOBAROMETER/HYGROMETER WITH NEW EXPERIMENTS -UNDERSTANDING WHERE LARGE VOLUME,False,,,modeling_simulation
2426725,NORTH CAROLINA STATE UNIVERSITY,612653.0,,LEVERAGING EXTREME THERMOACIDOPHILY FOR SUSTAINABLE PURIFICATION OF RARE EARTH ELEMENTS -RARE EARTH ELEMENTS (REES) ARE HARD TO OBTAIN IN HIGHLY PURIFIED FORMS. THEY ARE USED IN EVERYTHING FROM CELL P,False,,rare_earth,separation_purification;environmental
2426287,THE PENNSYLVANIA STATE UNIVERSITY,50000.0,,I-CORPS: TRANSLATION POTENTIAL OF A CHEMICAL-FREE RECYCLING PROCESS TO RECOVER MATERIALS FROM POST-CONSUMER ELECTRONIC WASTE -THE BROADER IMPACT OF THIS I-CORPS PROJECT IS THE DEVELOPMENT OF A CHEMICA,False,,,extraction;recycling
2422236,NEW MEXICO INSTITUTE OF MINING AND TECHNOLOGY,206638.0,,C2H2 EAGER: GADOLINIUM CONTAMINATION IN THE MIDDLE RIO GRANDE VALLEY: UNDERSTANDING ENVIRONMENTAL FATE AND HUMAN EXPOSURE -THE ESCALATING IMPACTS OF CLIMATE CHANGE POSE UNPRECEDENTED CHALLENGES TO FRE,False,,rare_earth,environmental
2421037,UNIVERSITY OF MASSACHUSETTS,430494.0,,ENG-NETZERO: COLLABORATIVE RESEARCH: ENGINEERING GEOMIMETIC CARBONATION TO STABILIZE MINE TAILINGS -THE GLOBAL ENERGY TRANSITION FROM FOSSIL FUELS TO RENEWABLE SOURCES AND THE ACCOMPANYING NEED FOR EN,False,,,environmental
2421036,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,543985.0,,ENG-NETZERO: COLLABORATIVE RESEARCH: ENGINEERING GEOMIMETIC CARBONATION TO STABILIZE MINE TAILINGS -THE GLOBAL ENERGY TRANSITION FROM FOSSIL FUELS TO RENEWABLE SOURCES AND THE ACCOMPANYING NEED FOR EN,False,,,environmental
2420431,NEW MEXICO INSTITUTE OF MINING AND TECHNOLOGY,343807.0,,TESTING THE RECORD OF LARAMIDE BASIN PARTITIONING IN THE WESTERN UNITED STATES THROUGH QUANTITATIVE FLUVIAL STRATIGRAPHY -RIVER NETWORKS FORM AND EVOLVE IN RESPONSE TO TOPOGRAPHIC GRADIENTS ACROSS CON,False,,,
2419026,PURDUE UNIVERSITY,190936.0,,COLLABORATIVE RESEARCH:THEORY-GUIDED DESIGN AND DISCOVERY OF RARE-EARTH ELEMENT 2D TRANSITION METAL CARBIDES MXENES (RE-MXENES) -NON-TECHNICAL SUMMARY THE EVER-INCREASING DEMAND FOR HIGHER COMPUTING P,False,,rare_earth,fundamental_science
2418199,TRUSTEES OF THE COLORADO SCHOOL OF MINES,400000.0,,"A FRAMEWORK FOR TRAINING ETHICAL AND RESPONSIBLE ROBOTICISTS -ROBOTICS IS CRITICAL TO MANY AREAS OF NATIONAL INTEREST, SUCH AS SEARCH AND RESCUE, SPACE EXPLORATION, AGRICULTURE, AND MINING, AS WELL AS",False,,,exploration
2418193,UNIVERSITY OF MISSOURI SYSTEM,49948.0,,"CONFERENCE: RESILIENT SUPPLY OF CRITICAL MINERALS, ROLLA, MO, AUGUST 7-8, 2024 -THE UNITED STATES IS IMPORT- RELIANT FOR MOST OF THE 50 MATERIALS THAT ARE CURRENTLY CLASSIFIED AS CRITICAL MINERALS. RE",False,,critical_minerals,
2417156,NEW MEXICO INSTITUTE OF MINING AND TECHNOLOGY,8464.0,,CONFERENCE: ROCKY MOUNTAIN GEOBIOLOGY SYMPOSIUM 2024 -CONFERENCE: ROCKY MOUNTAIN GEOBIOLOGY SYMPOSIUM 2024 ABSTRACT THE ROCKY MOUNTAIN GEOBIOLOGY SYMPOSIUM (RMGS) IS A GEOBIOLOGY CONFERENCE FOCUSED ON,False,,,
2415193,BOARD OF REGENTS OF THE UNIVERSITY OF NEBRASKA,619688.0,,"NSF-MEITY: METAL ADDITIVE MANUFACTURING, ADVANCED PHOTON SOURCE, IN-SITU MONITORING, RARE-EARTH MAGNET, MATERIALS DESIGN -WITH MORE THAN HALF OF THE US ELECTRICITY CONSUMPTION DUE TO ELECTRICAL MOTORS",False,,rare_earth,
2414588,THE UNIVERSITY OF MISSISSIPPI,470475.0,,"INTEGRATING REMOTE SENSING AND DEEP LEARNING FOR PREDICTIVE SURVEILLANCE OF MINE TAILINGS IMPOUNDMENTS -THE IMPACTS OF CLIMATE CHANGE HAVE LED TO AN INCREASE IN EXTREME WEATHER EVENTS, POSING SIGNIFIC",False,,,exploration;environmental;modeling_simulation
2410054,NORTHWESTERN UNIVERSITY,193583.0,,COLLECTIVE INTERACTION OF PHOTONS WITH RARE EARTH IONS ON A PHOTONIC CHIP -TITLE: STUDY OF COHERENT INTERACTION OF LIGHT WITH ARRAYS OF RARE-EARTH IONS IN CRYSTALLINE MICRO PHOTONIC STRUCTURES LIGHT P,False,,rare_earth,
2408829,NEW MEXICO INSTITUTE OF MINING AND TECHNOLOGY,1569800.0,,MRI: TRACK 2 ACQUISITION OF MODERN FIELD EMISSION ELECTRON MICROPROBE FOR CURRENT RESEARCH AND WORKFORCE DEVELOPMENT -THIS MAJOR RESEARCH INSTRUMENTATION (MRI) AWARD FUNDS THE ACQUISITION OF A STATE-O,False,,,
2403630,REDACTED DUE TO PII,180000.0,,POSTDOCTORAL FELLOWSHIP: EAR-PF: EROSION ON THE MOUNTAINTOP REMOVAL COAL MINING LANDSCAPES OF CENTRAL APPALACHIA -A MASSIVE TRANSITION TO RENEWABLE ENERGY IS UNDERWAY. THIS TRANSITION IS VITAL FOR AVO,False,,,
2403614,REDACTED DUE TO PII,0.0,,POSTDOCTORAL FELLOWSHIP: EAR-PF: GLOBAL RARE EARTH ELEMENT CYCLES: CONSTRAINING FLUXES THROUGH SUBDUCTING SYSTEMS -DR. CHARLOTTE CONNOP HAS BEEN AWARDED AN NSF EAR POSTDOCTORAL FELLOWSHIP TO PERFORM R,False,,rare_earth,
2402669,"TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA, THE",1000000.0,,RAISE: CET: REE-SELECTIVE PROTEIN HYDROGELS TO ENABLE CATION TRAPPING (REESPECT) FOR LANTHANIDE RECOVERY FROM RECYCLING FEEDSTOCKS -THIS RESEARCH ADVANCED BY INTERDISCIPLINARY SCIENCE AND ENGINEERING ,True,protein_based,rare_earth,extraction;recycling
2402634,UNIVERSITY OF ALABAMA,1000000.0,,"RAISE: CET: RARE-EARTH-FREE MAGNET AND AI-DRIVEN CONTROL FOR POWER GENERATION, TRANSMISSION, AND GRID INTEGRATION OF OFFSHORE WIND -THIS PROJECT IS JOINTLY FUNDED BY THE ESTABLISHED PROGRAM TO STIMULA",False,,rare_earth,
2401006,TRUSTEES OF TUFTS COLLEGE,1000000.0,,RAISE: CET: ZWITTERIONIC MEMBRANES FOR RARE EARTH ELEMENT (REE) SEPARATIONS -THIS RESEARCH ADVANCED BY INTERDISCIPLINARY SCIENCE AND ENGINEERING (RAISE) AWARD IS MADE IN RESPONSE TO DEAR COLLEAGUE LET,False,,rare_earth,separation_purification
2400992,UNIVERSITY OF DELAWARE,999257.0,,RAISE: CET: ENHANCED RECOVERY OF RARE-EARTH ELEMENTS THROUGH FORMATION OF HIGH-TEMPERATURE SULFATE LIQUIDS: TOWARDS MORE CIRCULAR UTILIZATION PATHWAYS -THIS PROJECT IS JOINTLY FUNDED BY THE ESTABLISHE,False,,rare_earth,extraction
2400480,UNIVERSITY OF UTAH,527669.0,,"ENABLING L10 ORDERING IN BULK FENI ALLOYS AND AN ALTERNATIVE FOR ND2FE14B- BASED PERMANENT MAGNETS -NON-TECHNICAL SUMMARY NDFEB BASED MAGNETS ARE IN INCREASED DEMAND FOR USE IN WIND MILLS, DC MOTORS I",False,,,
2346611,SYRACUSE UNIVERSITY,147775.0,,COLLABORATIVE RESEARCH: GEO-CM CRITICAL MINERAL PROVENANCE OF SOUTHEASTERN U.S. CLASTIC SYSTEMS - FOCUS ON DETRITAL MONAZITE -THE U.S. LACKS RESOURCES FOR MANY MINERALS THAT CONTAIN ELEMENTS CRITICAL ,False,,uranium;critical_minerals,
2346610,"UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE",451225.0,,COLLABORATIVE RESEARCH: GEO-CM CRITICAL MINERAL PROVENANCE OF SOUTHEASTERN U.S. CLASTIC SYSTEMS - FOCUS ON DETRITAL MONAZITE -THE U.S. LACKS RESOURCES FOR MANY MINERALS THAT CONTAIN ELEMENTS CRITICAL ,False,,uranium;critical_minerals,
2346163,"OHIO STATE UNIVERSITY, THE",172165.0,,COLLABORATIVE RESEARCH: ECO-CBET: PUTTING ENTROPY TO WORK: LEVERAGING THE ROLE OF WATER ORGANIZATION IN PEPTIDE BINDING EVENTS TO SELECTIVELY RECOVER RARE EARTHS -RARE-EARTH ELEMENTS ARE CRITICAL COMP,False,,rare_earth,extraction
2342993,RECTOR & VISITORS OF THE UNIVERSITY OF VIRGINIA,300000.0,,EAGER: CET: RECOVERING LITHIUM DURING BATTERY RECYCLING USING REDOX MEDIATORS AND SELECTIVE NONAQUEOUS MEMBRANES -THIS EARLY-CONCEPT GRANTS FOR EXPLORATORY RESEARCH (EAGER) AWARD IS MADE IN RESPONSE T,False,,lithium;battery_materials,extraction;recycling
2342967,TRUSTEES OF BOSTON COLLEGE,300000.0,,"EAGER: CET: BIOHYDROMETALLURGIC RECYCLING OF SPENT LI-ION BATTERIES -THIS EARLY-CONCEPT GRANTS FOR EXPLORATORY RESEARCH (EAGER) AWARD IS MADE IN RESPONSE TO DEAR COLLEAGUE LETTER 23-109, AS PART OF TH",False,,lithium,recycling
2341956,UNIVERSITY OF HAWAII,1575675.0,,R/V KILO MOANA BOEM RESEARCH CRUISE -OCEANOGRAPHIC AND GEOLOGIC CRITERIA INDICATE THAT ABYSSAL MANGANESE NODULES MAY OCCUR IN THE ABYSSAL REGIONS OF THE SOUTHEASTERN PORTION OF THE EXCLUSIVE ECONOMIC ,False,,manganese,
2341653,THE WASHINGTON AND LEE UNIVERSITY,180189.0,,COLLABORATIVE RESEARCH: GEO-CM: RARE EARTH ELEMENT AND YTTRIUM EXTRACTION BY BIOTIC AND ABIOTIC HYDROUS MANGANESE OXIDES ASSOCIATED WITH ACIDIC MINE DRAINAGE -WITH THE PROJECTED GROWTH IN RENEWABLE EN,False,,rare_earth;manganese,extraction
2341652,UNIVERSITY OF PITTSBURGH - OF THE COMMONWEALTH SYSTEM OF HIGHER EDUCATION,369810.0,,COLLABORATIVE RESEARCH: GEO-CM: RARE EARTH ELEMENT AND YTTRIUM EXTRACTION BY BIOTIC AND ABIOTIC HYDROUS MANGANESE OXIDES ASSOCIATED WITH ACIDIC MINE DRAINAGE -WITH THE PROJECTED GROWTH IN RENEWABLE EN,False,,rare_earth;manganese,extraction
2341214,"REGENTS OF THE UNIVERSITY OF CALIFORNIA, THE",50000.0,,I-CORPS: BIOLOGICAL SOLUTIONS FOR RECOVERY OF RARE EARTH ELEMENTS -THE BROADER IMPACT/COMMERCIAL POTENTIAL OF THIS I-CORPS PROJECT IS THE DEVELOPMENT OF A BACTERIAL BIOPROCESS TO GENERATE RARE EARTH E,True,biological_recovery,rare_earth,extraction
2337221,UNIVERSITY OF TEXAS AT ARLINGTON,300000.0,,"EAGER: CET: FUNCTIONALIZED GRAPHENE FOR SUSTAINABLE RARE EARTH METAL SEPARATION -1 NON-TECHNICAL SUMMARY RARE-EARTH (RE) METALS ARE CRITICAL COMPONENTS TO PAST, PRESENT AND FUTURE TECHNOLOGIES AND IND",False,,rare_earth,separation_purification;environmental
2335379,RIVALIA CHEMICAL CO,275000.0,,SBIR PHASE I: SUSTAINABLE RARE EARTH ELEMENT PRODUCTION FROM COAL COMBUSTION BYPRODUCTS -THE BROADER IMPACT/COMMERCIAL POTENTIAL OF THIS PHASE I SMALL BUSINESS INNOVATION RESEARCH (SBIR) PROJECT IS TO,False,,rare_earth;coal_byproduct,environmental
2334563,THE UNIVERSITY OF TEXAS AT EL PASO,200000.0,,"PLANNING: PREC: UTEP-CSOE COLLABORATIVE FOR THE SEPARATION, DETECTION, AND REMEDIATION OF RARE EARTH ELEMENTS -IN THIS PLANNING GRANT, FUNDED BY THE CHEMISTRY DIVISION AT NSF, PROFESSORS SKYE FORTIER ",False,,rare_earth,separation_purification;environmental
2333630,NEW MEXICO INSTITUTE OF MINING AND TECHNOLOGY,390000.0,,CAREER: EMERGENCE OF IN-LIQUID STRUCTURES IN METALLIC ALLOYS BY NUCLEATION AND GROWTH -NONTECHNICAL SUMMARY CRYSTALLIZATION IS A WELL-KNOWN PHENOMENON WHERE SOLID REGIONS START FORMING WITHIN A LIQUID,False,,,separation_purification
2330041,NORTHWESTERN UNIVERSITY,250000.0,,"GLOBAL CENTERS TRACK 2: SUREMIN: SUSTAINABLE, RESILIENT, RESPONSIBLE GLOBAL MINERALS SUPPLY CHAIN -TO DECARBONIZE AT THE SCALE AND PACE REQUIRED TO ADDRESS CLIMATE CHANGE, THERE IS AN INCREASING DEMAN",False,,,environmental
2329835,THE TRUSTEES OF PRINCETON UNIVERSITY,550000.0,,PFI-TT: CONCENTRATING AND SEPARATING LITHIUM FROM BRINE SOURCES -THE BROADER IMPACT/COMMERCIAL POTENTIAL OF THIS PARTNERSHIPS FOR INNOVATION - TECHNOLOGY TRANSLATION (PFI-TT) PROJECT IS IN SOLVING THE,False,,lithium,separation_purification
2329006,NEW MEXICO INSTITUTE OF MINING AND TECHNOLOGY,800000.0,,EXPANDQISE: TRACK 1: LIGHT-CONTROLLED MAGNETISM IN FLOQUET-BLOCH SYSTEMS -NON-TECHNICAL ABSTRACT: RECENT ADVANCEMENTS IN MATERIAL SYNTHESIS AND NANOTECHNOLOGY HAVE LED TO THE DISCOVERY OF NEW MATERIAL,False,,,materials_science
2327940,UNIVERSITY OF ROCHESTER,615305.0,,"GEO-CM: PROSPECTING FOR CRITICAL ELEMENT DEPOSITS: AN INTERDISCIPLINARY APPROACH USING EXPERIMENTAL GEOCHEMISTRY AND FIELD-INFORMED MODELING OF SEDIMENT TRANSPORT -CRITICAL MINERALS LIKE COBALT, NIOBI",False,,cobalt;critical_minerals,exploration;characterization;modeling_simulation;geochemistry
