Category,Appl_id,FY,Funding_IC,Project_Number,Sub_Project,Project_Title,PI_Name,Org_Name,State_Country,Amount,Tag,Reason,Environmental_Subgroup,Combined_Tag,Fix_Applied,UserFix_Applied,Clinical_Subcategory,Mechanistic_Subcategory
Breast Cancer,10808082,2024,NCI,5R01CA269508-02,,Tumor cell -TAM Paracrine Signaling in Breast Cancer,"YEH, ELIZABETH",INDIANA UNIVERSITY INDIANAPOLIS,IN,430489,Mechanistic_Pathogenesis,Reclassified - mechanistic focus identified,,Mechanistic_and_Genetic,,,,
Breast Cancer,10808132,2024,NIBIB,5R01EB022641-08,,Targeting of Bio-orthogonal Chemotherapeutic Nanozymes to Tumor-Associated Macrophages,"ROTELLO, VINCENT",UNIVERSITY OF MASSACHUSETTS AMHERST,MA,337548,Mechanistic_Pathogenesis,Reclassified - mechanistic focus identified,,Mechanistic_and_Genetic,,,,
Breast Cancer,10808134,2024,NINR,5R21NR020497-02,,Defining Cognitive Patient Reported Outcomes of Breast Cancer Survivors in the Context of Everyday Functioning and Quality of Life,"HENNEGHAN, ASHLEY",UNIVERSITY OF TEXAS AT AUSTIN,TX,193768,Everything_else,Clinical/implementation/behavioral focus,,Everything_else,,,,
Breast Cancer,10808207,2024,NIBIB,5R01EB028858-04,,Combined magnetophoresis and photodynamic therapy for the treatment of TNBC,"TSOURKAS, ANDREW",UNIVERSITY OF PENNSYLVANIA,PA,438479,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10808285,2024,NCI,1K08CA279913-01A1,,"Designing implementation strategies for introducing screening clinical breast examination to primary health centers in Johannesburg, South Africa","O'NEIL, DANIEL",YALE UNIVERSITY,CT,287219,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10808348,2024,NCI,1R21CA280151-01A1,,Exploring SGLTs as Theranostic Targets for Cancer Metastasis,"MUZIC, RAYMOND",CASE WESTERN RESERVE UNIVERSITY,OH,236000,Mechanistic_Pathogenesis,Reclassified - mechanistic focus identified,,Mechanistic_and_Genetic,,,,
Breast Cancer,10808381,2024,NCI,1K08CA279766-01A1,,Stress-induced immunosuppression via downregulation of interferon in triple negative breast cancer,"GANDHI, SHIPRA",ROSWELL PARK CANCER INSTITUTE CORP,NY,314333,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10808926,2024,NCI,5R01CA252378-04,,Credentialing Models of Invasive Lobular Breast Cancer for Translational Research,"OESTERREICH, STEFFI",UNIVERSITY OF PITTSBURGH AT PITTSBURGH,PA,355698,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10809025,2024,NCI,5R01CA252720-04,,Reposition and Optimization of Deferiprone for Breast Cancer Therapy,"OYELERE, ADEGBOYEGA",GEORGIA INSTITUTE OF TECHNOLOGY,GA,449889,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10809052,2024,NCI,5R01CA258436-03,,Role of FSH in postmenopausal obesity and breast cancer,"BEA, JENNIFER",UNIVERSITY OF ARIZONA,AZ,711888,Mechanistic_Pathogenesis,Contains environmental/lifestyle keywords,,Mechanistic_and_Genetic,,,,
Breast Cancer,10809675,2024,NCI,5R01CA280737-02,,Therapeutic enzyme depletion of L-serine for cancer treatment,"STONE, EVERETT",UNIVERSITY OF TEXAS AT AUSTIN,TX,598635,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10809715,2024,NCI,5R01CA249180-05,,Targeted degradation of RNAs by using small molecules,"DISNEY, MATTHEW",UNIVERSITY OF FLORIDA,FL,641325,Mechanistic_Pathogenesis,Reclassified - mechanistic focus identified,,Mechanistic_and_Genetic,,,,
Breast Cancer,10809727,2024,NCI,5R01CA253450-04,,"P53, DNA Repair Imbalance, and Immune Response in Breast Cancer Mortality Disparities","TROESTER, MELISSA",UNIV OF NORTH CAROLINA CHAPEL HILL,NC,562462,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10809740,2024,NCI,5U01CA244303-05,,Role of O-GlcNAcome on Breast Cancer Initiating Cells,"REGINATO, MAURICIO",DREXEL UNIVERSITY,PA,532964,Mechanistic_Pathogenesis,Reclassified - mechanistic focus identified,,Mechanistic_and_Genetic,,,,
Breast Cancer,10809750,2024,NCI,5R01CA148761-14,,Therapeutic Targeting of Breast Cancer Tumor Initiating Cells,"PEROU, CHARLES",UNIV OF NORTH CAROLINA CHAPEL HILL,NC,392632,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10810638,2024,NCI,5R01CA242745-04,,Peer Coaching for Physical Activity Promotion among Breast Cancer Survivors:  Adapting an Efficacious Intervention to Prepare for Implementation,"PINTO, BERNARDINE",UNIVERSITY OF SOUTH CAROLINA AT COLUMBIA,SC,1,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10810672,2024,NIBIB,5R01EB031799-02,,B7-H3 Targeted Ultrasound Molecular Imaging System for Early Breast Cancer and Metastatic Detection,"DAHL, JEREMY",STANFORD UNIVERSITY,CA,555002,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10810692,2024,NCI,5R01CA259192-04,,Improving our understanding of breast cancer mortality disparities through recurrence: a multi-level approach among women in Georgia,"MCCULLOUGH, LAUREN",EMORY UNIVERSITY,GA,524010,Everything_else,Clinical/implementation/behavioral focus,,Everything_else,,,,
Breast Cancer,10810722,2024,NCI,5R21CA270300-02,,Natural products inhibitors targeting homology-directed DNA repair for cancer therapy,"SPIES, MARIA",UNIVERSITY OF IOWA,IA,172653,Mechanistic_Pathogenesis,Reclassified - mechanistic focus identified,,Mechanistic_and_Genetic,,,,
Breast Cancer,10810821,2024,NCI,5R01CA273586-02,,Roles of Glial Autophagy in Breast Cancer Brain Metastasis,"WANG, CHENRAN",UNIVERSITY OF CINCINNATI,OH,377748,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10810839,2024,NCI,5R01CA276187-02,,Mechanisms by which histone methyltransferases regulate nuclear receptor activity and response to therapy in hormone-driven tumors.,"TOSKA, ENEDA",JOHNS HOPKINS UNIVERSITY,MD,355850,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10810859,2024,NCI,5R01CA260857-05,,Multiplexed time domain fluorescence tomography of tumor biomarkers during immunotherapy,"KUMAR, ANAND",MASSACHUSETTS EYE AND EAR INFIRMARY,MA,436422,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10811357,2024,NIAMS,1R01AR081656-01A1,,Rescuing impaired fracture healing by molecular targeting,"LEE, FRANCIS",YALE UNIVERSITY,CT,507749,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10811576,2024,NCI,5R01CA266012-03,,Active Symptom Monitoring and Endocrine Therapy Persistence in Young Women with Breast  Cancer,"HENRY, NORAH",UNIVERSITY OF MICHIGAN AT ANN ARBOR,MI,318108,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10811599,2024,NCI,5F31CA275102-02,,Extracellular Matrix Remodeling and the Control of Invasive Lobular Carcinoma Progression,"OLSON, ADAM",UNIVERSITY OF MICHIGAN AT ANN ARBOR,MI,41664,Everything_else,"Clinical, behavioral, or other research",,Mechanistic_and_Genetic,Moved from Everything_else (matched: ECM),,,
Breast Cancer,10811641,2024,NCI,5UG1CA233333-06,,UNITS: The UNC / UT National Clinical Trials Network Group Integrated Translational Science Production and Consultation Center,"MERKER, JASON",UNIV OF NORTH CAROLINA CHAPEL HILL,NC,637440,Everything_else,Clinical/implementation/behavioral focus,,Everything_else,,,,
Breast Cancer,10811653,2024,NCI,5F30CA250167-05,,Functional Characterization and Clinical Prevalence of ESR1 Fusions in Advanced Endocrine Resistant Breast Cancer,"YATES, MEGAN",UNIVERSITY OF PITTSBURGH AT PITTSBURGH,PA,53974,Mechanistic_Pathogenesis,Reclassified - mechanistic focus identified,,Mechanistic_and_Genetic,,,,
Breast Cancer,10811742,2024,NCI,5R01CA138509-15,,Illuminating Dynamic Receptor Clustering in the Epidermal Growth Factor Receptor Signal Transduction Pathway Using Plasmon Coupling,"REINHARD, BJOERN",BOSTON UNIVERSITY (CHARLES RIVER CAMPUS),MA,372281,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10812030,2024,NCI,2R01CA205420-06A1,,Enhancing miRNA Therapeutics through Vehicle Free Delivery,"KASINSKI, ANDREA",PURDUE UNIVERSITY,IN,386127,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10812121,2024,NCI,2R01CA235152-06,,Smart nanoparticles regulating oncogenic IncRNA for breast cancer therapy,"LU, ZHENG-RONG",CASE WESTERN RESERVE UNIVERSITY,OH,405116,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10812156,2024,NIDDK,2R01DK039773-37A1,,Mechanisms of Ischemic Kidney Injury and Repair,"BONVENTRE, JOSEPH",BRIGHAM AND WOMEN'S HOSPITAL,MA,712313,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10812299,2024,NCI,1R01CA279952-01A1,,Novel taxane-site tubulin ligands with a dual apoptosis and senescence-inducing mechanism of action,"MCDAID, HAYLEY",ALBERT EINSTEIN COLLEGE OF MEDICINE,NY,569502,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10812309,2024,NCI,5R01CA244564-05,,Synthetic lethality by targeting the core senescent mechanism in lung cancer.,"WANG, XIAO-FAN",DUKE UNIVERSITY,NC,464562,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10812334,2024,NCI,5R01CA264971-03,,Upgrading rigor and efficiency of germline cancer gene variant classification for the 2020s,"TAVTIGIAN, SEAN",UNIVERSITY OF UTAH,UT,520538,Strictly_Genetic,Genetic risk/hereditary focus,,Mechanistic_and_Genetic,,,,
Breast Cancer,10812388,2024,NCI,5R01CA251192-03,,Role of intratumoral high endothelial venules in tumor immunity,"KOMATSU, MASANOBU",JOHNS HOPKINS UNIVERSITY,MD,355850,Mechanistic_Pathogenesis,Reclassified - mechanistic focus identified,,Mechanistic_and_Genetic,,,,
Breast Cancer,10812635,2024,NCI,1R01CA279108-01A1,,The pro-metastatic role of androgen receptor in estrogen receptor mutated breast cancer,"YU, MIN",UNIVERSITY OF MARYLAND BALTIMORE,MD,656397,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10812994,2024,NCI,5F30CA271665-02,,Life Course Developmental and Reproductive Predictors of Increased Mammographic Breast Density in Black Women,"BIGHAM, ZAHNA",TUFTS UNIVERSITY BOSTON,MA,48972,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10813187,2024,NCI,5R01CA256833-04,,BBOX1 is a Novel Oncogenic Driver in Triple Negative Breast Cancer,"ZHANG, QING",UT SOUTHWESTERN MEDICAL CENTER,TX,375340,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10813697,2024,NCI,5R01CA247685-05,,HER2-targeting transformable nanotherapeutic platform against HER2+ cancers,"LAM, KIT",UNIVERSITY OF CALIFORNIA AT DAVIS,CA,540560,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10813712,2024,NCI,5R01CA268183-03,,Ctr9 as a Predictive Biomarker for EZH2 Inhibitor Sensitivity,"XU, WEI",UNIVERSITY OF WISCONSIN-MADISON,WI,382472,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10813716,2024,NCI,5R01CA275904-02,,Regulation of resistance to CDK4/6 inhibitor in breast cancer,"ZHU, WENGE",GEORGE WASHINGTON UNIVERSITY,DC,602262,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10813725,2024,NCI,5R01CA251943-04,,Role of Transcription Factor ADP-ribosylation in Breast Cancer Biology,"KRAUS, WILLIAM",UT SOUTHWESTERN MEDICAL CENTER,TX,381576,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10813766,2024,NCI,5R01CA266285-03,,PET Imaging of Glutamine Metabolism and Glutamate Transport to Guide Metabolically Targeted Therapy in Triple-Negative Breast Cancer,"MANKOFF, DAVID",UNIVERSITY OF PENNSYLVANIA,PA,496614,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10813786,2024,NCI,5R01CA183878-10,,Osteoclast-Independent Mechanisms of Early-Stage Bone Colonization of Breast Cancer,"ZHANG, XIANG",BAYLOR COLLEGE OF MEDICINE,TX,361000,Mechanistic_Pathogenesis,Reclassified - mechanistic focus identified,,Mechanistic_and_Genetic,,,,
Breast Cancer,10813797,2024,NCI,5P30CA012197-49,7104,Neuro-Oncology Research Program,"PASCHE, BORIS",WAKE FOREST UNIVERSITY HEALTH SCIENCES,NC,45161,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10814246,2024,NCI,5R01CA266522-02,,Characterizing and targeting PRMT5 in autophagy for cancer treatment,"GAN, WENJIAN",MEDICAL UNIVERSITY OF SOUTH CAROLINA,SC,328143,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10814268,2024,NCI,5R01CA258688-04,,Optimizing Therapeutic STING Agonism in Triple Negative Breast Cancer,"BARBIE, THANH",DANA-FARBER CANCER INST,MA,386817,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10814273,2024,NCI,5P30CA086862-24,7196,Cancer Genes and Pathways,"QUELLE, DAWN",UNIVERSITY OF IOWA,IA,29379,Mechanistic_Pathogenesis,Reclassified - mechanistic focus identified,,Mechanistic_and_Genetic,,,,
Breast Cancer,10814284,2024,NCI,5P30CA086862-24,7199,Cancer Epidemiology and Population Science,"CHARLTON, MARY",UNIVERSITY OF IOWA,IA,35508,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10814337,2024,NCI,5F30CA260908-04,,Investigating contributions of BRCA2 DNA-binding domains toward maintaining genome integrity,"NEAL, FRANCISCO",UNIVERSITY OF TEXAS HLTH SCIENCE CENTER,TX,45318,Everything_else,"Clinical, behavioral, or other research",,Mechanistic_and_Genetic,Moved from Everything_else (matched: genomic),,,
Breast Cancer,10814379,2024,NCI,5R01CA256161-04,,Estrogen receptor fusions genes as drivers of endocrine resistance in breast cancer,"LEE, ADRIAN",UNIVERSITY OF PITTSBURGH AT PITTSBURGH,PA,550223,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10814380,2024,NCI,5R01CA262104-03,,Regulation of the nucleolar RNA exosome in cancer,"DAI, MU-SHUI",OREGON HEALTH & SCIENCE UNIVERSITY,OR,334672,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10814915,2024,NCI,5R01CA249160-05,,Modulation of the tumor microenvironment with probiotic therapies,"DANINO, TAL",COLUMBIA UNIV NEW YORK MORNINGSIDE,NY,525502,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10814962,2024,NCI,5R01CA243023-05,,Nanotechnology for targeted therapy and fundamental understanding oftherapeutic resistance in triple negative breast cancer,"HE, XIAOMING","UNIV OF MARYLAND, COLLEGE PARK",MD,235233,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10815532,2024,NCI,5F31CA271652-03,,The role of MIRO2 in tumor cell invasion and metastasis,"BOULTON, DILLON",UNIVERSITY OF COLORADO DENVER,CO,38434,Mechanistic_Pathogenesis,Reclassified - mechanistic focus identified,,Mechanistic_and_Genetic,,,,
Breast Cancer,10815563,2024,NCI,5R01CA248930-05,,TRIM37 is a genetic determinant of racial disparity in metastatic TNBC patients,"BHATNAGAR, SANCHITA",UNIVERSITY OF CALIFORNIA AT DAVIS,CA,456895,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10815688,2024,NCI,5R01CA260137-03,,Targeting a phosphatidylserine/TAM receptor/PD-L1 axis as a vulnerability in cancer,"BIRGE, RAYMOND",RUTGERS BIOMEDICAL AND HEALTH SCIENCES,NJ,453632,Mechanistic_Pathogenesis,Reclassified - mechanistic focus identified,,Mechanistic_and_Genetic,,,,
Breast Cancer,10815756,2024,NIBIB,5R21EB032950-02,,Interpretable Deep Learning Models for Analysis of Longitudinal 3D Mammography Screenings,"DVORNEK, NICHA",YALE UNIVERSITY,CT,192295,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10815770,2024,NCI,5R01CA206458-09,,Exosome secretion in breast cancer progression,"WEAVER, ALISSA",VANDERBILT UNIVERSITY,TN,431289,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10815809,2024,NCI,5R21CA270580-02,,Mechanisms of tamoxifen-associated endometrial cancer risk,"GERTZ, JASON",UNIVERSITY OF UTAH,UT,170988,Mechanistic_Pathogenesis,Reclassified - mechanistic focus identified,,Mechanistic_and_Genetic,,,,
Breast Cancer,10815848,2024,NCI,5R01CA250531-04,,Relaxed Polymerase Pausing as a Driver of Epigenetic Plasticity and Cancer Cell Invasion,"VERTINO, PAULA",UNIVERSITY OF ROCHESTER,NY,396596,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10816399,2024,NCI,5R01CA228147-06,,"Integrating novel GIS and GPS data to assess the impact of built environments on changes in BMI, physical activity and cancer-related biomarkers in two successful weight loss interventions in women at","BENMARHNIA, TARIK","UNIVERSITY OF CALIFORNIA, SAN DIEGO",CA,122632,Everything_else,Moved to Environmental - obesity/lifestyle as exposure,,Everything_else,,,,
Breast Cancer,10816458,2024,NCI,5R01CA279815-02,,Multiscale hydrogel biomaterials-enabled 3D modeling of cancer drug resistance,"HE, XIAOMING","UNIV OF MARYLAND, COLLEGE PARK",MD,399272,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10816459,2024,NCI,5R37CA248371-05,,"Energy Balance, mTOR pathway signaling, and breast cancer prognosis","CHENG, TING-YUAN",OHIO STATE UNIVERSITY,OH,701049,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10816463,2024,NCI,5R01CA277527-02,,"GigaFIBI; rapid, large-format histology-resolution imaging for Intraoperative assessment of breast lumpectomy margins","FEREIDOUNI, FARZAD",UNIVERSITY OF CALIFORNIA AT DAVIS,CA,625483,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10816483,2024,NCI,5R01CA245699-05,,Molecular mechanisms underlying circulating tumor cell aggregation,"LIU, HUIPING",NORTHWESTERN UNIVERSITY AT CHICAGO,IL,347701,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10816501,2024,NCI,5R01CA260834-04,,Defining the role of BARD1 in nucleosomal ubiquitylation,"KLEVIT, RACHEL",UNIVERSITY OF WASHINGTON,WA,511054,Mechanistic_Pathogenesis,Reclassified - Studies molecular function/role,,Mechanistic_and_Genetic,,,,
