Category,Appl_id,FY,Funding IC,Project Number,Sub Project #,Project Title,PI_Name,Org Name,State / Country,Amount,Tag,Reason,Environmental_Subgroup,Combined_Tag,Fix_Applied,UserFix_Applied,Clinical_Subcategory,Mechanistic_Subcategory
Lung Cancer,10977323,2024,NCI,3R01CA243914-06S1,,Testing Novel Pharmacogenetic and Adherence Optimization Treatments to Improve the Effectiveness of Smoking Cessation Treatments for Smokers with HIV,"SCHNOLL, ROBERT",UNIVERSITY OF PENNSYLVANIA,PA,144477,Strictly_Environmental_or_Gene-Environment,Contains environmental exposure and genetic terms (gene–environment interaction),Smoking,Everything_else,Moved from Environmental to Everything_else (intervention study),,,
Lung Cancer,10977339,2024,NCI,3R01CA247367-04S1,,Implications of metabolic heterogeneity on collective lung cancer cell invasion,"SHANMUGAM, MALATHY (MALA)",EMORY UNIVERSITY,GA,70843,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10977345,2024,NCI,3R01CA249506-04S1,,Personalized screening for lung cancer: the importance of co-existing chronic conditions to clinical practice and policy,"BRAITHWAITE, DEJANA",UNIVERSITY OF FLORIDA,FL,65002,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10977357,2024,NCI,3R01CA251753-05S1,,The Translational Regulation of Pro-apoptotic Genes,"MILES, WAYNE",OHIO STATE UNIVERSITY,OH,81722,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10977378,2024,NCI,3R01CA255515-04S1,,Metformin for chemoprevention of lung cancer in obese subjects at high risk,"YENDAMURI, SAIKRISHNA",ROSWELL PARK CANCER INSTITUTE CORP,NY,66036,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10977380,2024,NCI,3R01CA255790-03S1,,Cancer invasion: reciprocity between the extracellular matrix and intrinsic ERK signaling,"MENDOZA, MICHELLE",UNIVERSITY OF UTAH,UT,31259,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10977403,2024,NCI,3R01CA261232-04S1,,Optimizing Tobacco Treatment Delivery for People Living with HIV,"ROJEWSKI, ALANA",MEDICAL UNIVERSITY OF SOUTH CAROLINA,SC,19748,Strictly_Environmental_or_Gene-Environment,Contains environmental or lifestyle exposure terms,Smoking,Everything_else,Moved from Environmental to Everything_else (intervention study),,,
Lung Cancer,10977423,2024,NCI,3R01CA267721-03S1,,In vivo imaging of mitochondria structure and function in therapy resistant lung tumors,"SHACKELFORD, DAVID",UNIVERSITY OF CALIFORNIA LOS ANGELES,CA,70627,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10977427,2024,NCI,3R01CA268925-04S1,,Histone Deacetylation Signaling in Aging and Cancer Pathways,"CHUA, KATRIN",PALO ALTO VETERANS INSTIT FOR RESEARCH,CA,65899,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10977466,2024,NCI,3R01CA273058-03S1,,SMART Cancer Care Teams: Enhancing EHR Communication to Improve Interprofessional Teamwork,"TU, SHIN-PING",UNIVERSITY OF CALIFORNIA AT DAVIS,CA,169802,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10977473,2024,NCI,3R03CA273480-02S1,,Post-translational modifications control JARID enzyme activity during DNA damage,"MARTINEZ, ELISABETH",UT SOUTHWESTERN MEDICAL CENTER,TX,74864,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10977477,2024,NCI,3R35CA197591-10S1,,Integrative approaches to elucidate p53 transcriptional networks during carcinogenesis,"ATTARDI, LAURA",STANFORD UNIVERSITY,CA,119148,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10977486,2024,NCI,3R37CA252050-04S1,,Understanding and exploiting novel therapeutic vulnerabilities of RIT1-driven lung cancer,"BERGER, ALICE",FRED HUTCHINSON CANCER CENTER,WA,129789,Mechanistic_Pathogenesis,RIT1 oncogene vulnerability mechanism,,Mechanistic_and_Genetic,,,,
Lung Cancer,10977487,2024,NCI,3R37CA252050-04S2,,Understanding and exploiting novel therapeutic vulnerabilities of RIT1-driven lung cancer,"BERGER, ALICE",FRED HUTCHINSON CANCER CENTER,WA,5840,Mechanistic_Pathogenesis,RIT1 oncogene vulnerability mechanism,,Mechanistic_and_Genetic,,,,
Lung Cancer,10977497,2024,NCI,2R01CA225958-06A1,,Novel bioengineered microRNA therapeutics for lung cancer,"YU, AIMING",UNIVERSITY OF CALIFORNIA AT DAVIS,CA,394349,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10977532,2024,NCI,3U01CA265709-04S1,,Personalization and Failure Testing of Dual Switch Gene Drives in Lung Cancer,"PRITCHARD, JUSTIN","PENNSYLVANIA STATE UNIVERSITY, THE",PA,92887,Strictly_Genetic,Contains genetic terms only (no mechanistic or exposure content),,Mechanistic_and_Genetic,,,,
Lung Cancer,10977533,2024,NCI,3U01CA265709-04S2,,Personalization and Failure Testing of Dual Switch Gene Drives in Lung Cancer,"PRITCHARD, JUSTIN","PENNSYLVANIA STATE UNIVERSITY, THE",PA,92887,Strictly_Genetic,Contains genetic terms only (no mechanistic or exposure content),,Mechanistic_and_Genetic,,,,
Lung Cancer,10978595,2024,NCI,1R01CA285740-01A1,,Modulating cysteine metabolism to induce cell death in small cell lung cancer,"DIXON, SCOTT",STANFORD UNIVERSITY,CA,530786,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10978734,2024,NCI,1R01CA285926-01A1,,Targeting cytoplasmic SET oncoprotein by sphingolipid analog drugs for the induction of necroptosis to treat lung cancer,"OGRETMEN, BESIM",MEDICAL UNIVERSITY OF SOUTH CAROLINA,SC,384227,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10978887,2024,NCI,1R01CA285379-01A1,,Real time scattered x-ray imaging for tumor motion tracking in radiotherapy.,"JIA, XUN",JOHNS HOPKINS UNIVERSITY,MD,590726,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10979025,2024,NCI,1R01CA287091-01A1,,Ultra-Small Epigenetic-Regulating Nanocarrier for Enhanced Synthetic Lethal Therapy,"SUN, JINGJING",UNIVERSITY OF NEBRASKA MEDICAL CENTER,NE,362741,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10979401,2024,NCI,1R01CA285391-01A1,,Targeted Degradation of EGFR and HER2 in NSCLC,"ZHANG, YUESHENG",VIRGINIA COMMONWEALTH UNIVERSITY,VA,503685,Mechanistic_Pathogenesis,EGFR/HER2 protein degradation mechanism,,Mechanistic_and_Genetic,,,,
Lung Cancer,10979840,2024,NCI,1R37CA285794-01A1,,Targeting tumoral Lactobacillus iners to improve outcomes in cervical cancers,"COLBERT, LAUREN",UNIVERSITY OF TX MD ANDERSON CAN CTR,TX,660742,Mechanistic_Pathogenesis,Tumor microbiome mechanism,,Mechanistic_and_Genetic,,,,
Lung Cancer,10980038,2024,NCI,1R01CA286918-01A1,,Characterizing the theranostic potential of DLL3-targeting agents in high-grade neuroendocrine carcinomas of the lung and prostate,"BODEI, LISA",SLOAN-KETTERING INST CAN RESEARCH,NY,704422,Mechanistic_Pathogenesis,DLL3 targeting mechanism,,Mechanistic_and_Genetic,,,,
Lung Cancer,10980096,2024,NCI,1R01CA285976-01A1,,Lung Cancer Screening: Cumulative Risk and Multilevel Impact of False Positive Findings,"HENDERSON, LOUISE",UNIV OF NORTH CAROLINA CHAPEL HILL,NC,657536,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10980839,2024,NCI,2R01CA240713-05A1,,Novel Statistical Models for Intensive Longitudinal Analyses of Cancer Control Behaviors,"HEDEKER, DONALD",UNIVERSITY OF CHICAGO,IL,550212,Everything_else,"Does not fit other categories; likely clinical, care, or administrative",,Everything_else,,,,
Lung Cancer,10980839,2024,OD,2R01CA240713-05A1,,Novel Statistical Models for Intensive Longitudinal Analyses of Cancer Control Behaviors,"HEDEKER, DONALD",UNIVERSITY OF CHICAGO,IL,100000,Everything_else,"Does not fit other categories; likely clinical, care, or administrative",,Everything_else,,,,
Lung Cancer,10981356,2024,NCI,1R37CA283552-01A1,,Targeting DHX9 to trigger viral mimicry and immunotherapy responsiveness in Small Cell Lung Cancer (SCLC),"CANADAS, ISRAEL",RESEARCH INST OF FOX CHASE CAN CTR,PA,649679,Mechanistic_Pathogenesis,DHX9 viral mimicry mechanism,,Mechanistic_and_Genetic,,,,
Lung Cancer,10981500,2024,NCI,1R01CA287360-01A1,,A SYSTEMS THEORY APPROACH TO THE STUDY OF COLON AND LUNG CANCER HEALTH DISPARITIES USING NOVEL DATA LINKAGES,"ADAMS, SWANN",UNIVERSITY OF SOUTH CAROLINA AT COLUMBIA,SC,334233,Everything_else,"Does not fit other categories; likely clinical, care, or administrative",,Everything_else,,,,
Lung Cancer,10981747,2024,NCI,1R01CA285882-01A1,,Intratumoral microbiota and immune predictors of response to immunotherapy in lung cancer,"LIU, YANHONG",BAYLOR COLLEGE OF MEDICINE,TX,684367,Strictly_Environmental_or_Gene-Environment,Contains environmental or lifestyle exposure terms,Microbiome,Everything_else,,Moved from Environmental to Clinical (Clinical Trials/Drug Dev),Clinical Trials/Drug Dev,
Lung Cancer,10981834,2024,NCI,1R01CA286469-01A1,,Understanding lung cancer genomics in patients of African ancestry,"ZHANG, JIAN",SLOAN-KETTERING INST CAN RESEARCH,NY,730398,Strictly_Genetic,Contains genetic terms only (no mechanistic or exposure content),,Mechanistic_and_Genetic,,,,
Lung Cancer,10982109,2024,NCI,1R56CA286906-01A1,,Mechanisms of S100A9-mediated brain metastasis,"ACHARYYA, SWARNALI",COLUMBIA UNIVERSITY HEALTH SCIENCES,NY,164500,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10982146,2024,NCI,1R01CA285856-01A1,,Targeting the ROR2/p-GSK3bS9 pathway to suppress metastasis in SMARCA4-deficient lung adenocarcinoma,"JONES, DAVID",SLOAN-KETTERING INST CAN RESEARCH,NY,583127,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10982934,2024,NCI,2R35CA220538-08,,Decoding And Targeting The LKB1-AMPK Signaling Pathway In Cancer,"SHAW, REUBEN",SALK INSTITUTE FOR BIOLOGICAL STUDIES,CA,1140000,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10985665,2024,NCI,1K08CA286842-01A1,,Automatic integrated biomarkers to improve prediction of lung cancer outcomes,"JEE, JUSTIN",SLOAN-KETTERING INST CAN RESEARCH,NY,256487,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10985814,2024,NCI,1K08CA282966-01A1,,Tumor Microenvironment Determinants of TKI Response in Oncogene-Driven Lung Cancer,"SCHENK, ERIN",UNIVERSITY OF COLORADO DENVER,CO,279465,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10989208,2024,NCI,1R01CA285743-01A1,,Synthetic lethal targeting of KRAS/KEAP1 co-mutant non-small cell lung cancer,"MAKI, CARL",RUSH UNIVERSITY MEDICAL CENTER,IL,340215,Mechanistic_Pathogenesis,KRAS/KEAP1 synthetic lethality mechanism,,Mechanistic_and_Genetic,,,,
Lung Cancer,10990251,2024,NCI,1F99CA294252-01,,Resolving epigenetic determinants of cellular plasticity programs in non-small cell lung cancer,"PATEL, AYUSHI",NEW YORK UNIVERSITY SCHOOL OF MEDICINE,NY,43550,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10990280,2024,NIDCR,1R03OD038391-01,,Leveraging Heterogenous Common Fund Data Sets and Beyond for Identifying Lung Cancer Subtypes,"WAN, SHIBIAO",UNIVERSITY OF NEBRASKA MEDICAL CENTER,NE,1,Everything_else,"Does not fit other categories; likely clinical, care, or administrative",,Everything_else,,,,
Lung Cancer,10990280,2024,RMAP,1R03OD038391-01,,Leveraging Heterogenous Common Fund Data Sets and Beyond for Identifying Lung Cancer Subtypes,"WAN, SHIBIAO",UNIVERSITY OF NEBRASKA MEDICAL CENTER,NE,306999,Everything_else,"Does not fit other categories; likely clinical, care, or administrative",,Everything_else,,,,
Lung Cancer,10990367,2024,NCI,1F99CA294242-01,,"Investigating the molecular signatures and pathways indicative of air pollution toxicity in lung carcinogenesis using single- and multi-omics analyses of genomics, proteomics, and metabolomics","TANG, ZIYIN",EMORY UNIVERSITY,GA,50474,Strictly_Environmental_or_Gene-Environment,Contains environmental exposure and genetic terms (gene–environment interaction),Chemicals,Strictly_Environmental_or_Gene-Environment,,,,
Lung Cancer,10992404,2024,NCI,3P30CA016520-48S1,,Abramson Cancer Center Support Grant,"VONDERHEIDE, ROBERT",UNIVERSITY OF PENNSYLVANIA,PA,203125,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10992702,2024,NCI,3P30CA069533-26S1,,OHSU Knight Cancer Institute,"SELLERS, THOMAS",OREGON HEALTH & SCIENCE UNIVERSITY,OR,191618,Everything_else,"Does not fit other categories; likely clinical, care, or administrative",,Everything_else,,,,
Lung Cancer,10993288,2024,NCI,1F31CA287704-01A1,,Elucidating mechanisms underlying NSCLC progression to leptomeningeal disease,"KANDIGIAN, SAVANNAH",YALE UNIVERSITY,CT,48974,Mechanistic_Pathogenesis,NSCLC progression mechanism,,Mechanistic_and_Genetic,,,,
Lung Cancer,10993763,2024,NCI,3U01CA267827-03S2,,Alveolar Responses to Airway Injury,"HAIGIS, MARCIA",HARVARD MEDICAL SCHOOL,MA,11300,Everything_else,"Does not fit other categories; likely clinical, care, or administrative",,Everything_else,,,,
Lung Cancer,10994015,2024,NCI,3R01CA267721-02S2,,In vivo imaging of mitochondria structure and function in therapy resistant lung tumors,"SHACKELFORD, DAVID",UNIVERSITY OF CALIFORNIA LOS ANGELES,CA,33990,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10994035,2024,NCI,3R01CA276917-02S1,,HLA B44 motif neoepitopes in NSCLC: Evaluating their effects on the TME and adding them to established markers in a model to predict durable benefit from PD- 1 inhibition with and without chemotherapy,"GARON, EDWARD",UNIVERSITY OF CALIFORNIA LOS ANGELES,CA,225068,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10994395,2024,NCI,1F30CA287690-01A1,,Deconvoluting the contributions of the IFNy pathway components to lung TME and tumor immunity,"TEPPER, ALEXANDER",ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,NY,53974,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10994436,2024,NCI,1R01CA290678-01A1,,Mitochondrial Metabolism and Cancer,"CHANDEL, NAVDEEP",NORTHWESTERN UNIVERSITY AT CHICAGO,IL,608491,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10995102,2024,NCI,1F30CA294669-01,,Defining features of the neoantigen-specific T cell response against a common EGFR mutation in lung cancer,"WANG, STEPHEN",CASE WESTERN RESERVE UNIVERSITY,OH,53974,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10996320,2024,NCI,1F31CA294870-01,,Base editing to elucidate RAF regulation and signaling,"WOODS, JAMES",HARVARD UNIVERSITY,MA,41656,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10996439,2024,NCI,1F31CA287994-01A1,,Targeting reactive lipid aldehydes in lung cancer cachexia,"SHAHTOUT, JUSTIN",UNIVERSITY OF UTAH,UT,44543,Mechanistic_Pathogenesis,Lipid aldehyde cachexia mechanism,,Mechanistic_and_Genetic,,,,
Lung Cancer,10997166,2024,NCI,2R01CA225002-07A1,,Translating buccal nanocytology for lung cancer screening into clinical practice,"BACKMAN, VADIM",NORTHWESTERN UNIVERSITY,IL,682587,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10997255,2024,NCI,1F31CA284784-01A1,,Investigating the regulation of cancer cell death by NFE2L1,"MURRAY, MAGDALENA",STANFORD UNIVERSITY,CA,42468,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10997315,2024,NCI,5F31CA284712-02,,Chemical Biology-Based Tools to Uncover the Function of PARP16 in cancer,"BEJAN, DANIEL",OREGON HEALTH & SCIENCE UNIVERSITY,OR,48974,Mechanistic_Pathogenesis,PARP16 protein function mechanism,,Mechanistic_and_Genetic,,,,
Lung Cancer,10997920,2024,NIDCR,1F31DE034754-01A1,,Psychosocial Predictors of Health Behaviors and Outcomes in Patients with Human Papillomavirus (HPV) Positive Head and Neck Cancer,"FENECH, ALYSSA",UNIVERSITY OF DELAWARE,DE,46459,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10998089,2024,NCI,1R01CA287734-01A1,,Dissecting the role of B lineage cells in mediating response of resectable lung cancer to neoadjuvant immune-based therapy,"CASCONE, TINA",UNIVERSITY OF TX MD ANDERSON CAN CTR,TX,670358,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10998201,2024,NCI,1F31CA288157-01A1,,Development of a Tunable Protein Release Hydrogel for the Enhancement of CAR T cell Activity,"ADAMS, SARAH",BOSTON UNIVERSITY (CHARLES RIVER CAMPUS),MA,41423,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10999155,2024,NIDA,1R01DA061566-01,,Dual use of combustible and electronic cigarettes: A fine-grained naturalistic cohort study to investigate dynamic use patterns and trajectories that lead to smoking cessation,"CARPENTER, MATTHEW",MEDICAL UNIVERSITY OF SOUTH CAROLINA,SC,645039,Strictly_Environmental_or_Gene-Environment,Contains environmental or lifestyle exposure terms,Smoking,Everything_else,Moved from Environmental to Everything_else (intervention study),,,
